Date,Product,Category,Region,Quantity,Unit_Price,Sales,Cost,Profit,Month
2025-01-15,Mouse,Accessories,East,1,2154,2154,1495.5675218318393,658.4324781681607,2025-01
2025-01-15,Mobile,Electronics,West,2,16980,33960,22077.04912872857,11882.95087127143,2025-01
2025-01-17,Laptop,Electronics,West,4,63589,254356,213272.96428301753,41083.03571698247,2025-01
2025-01-19,Mouse,Accessories,West,2,1268,2536,2013.2845089846367,522.7154910153633,2025-01
2025-01-19,Keyboard,Accessories,South,4,1941,7764,5312.957864678271,2451.042135321729,2025-01
2025-01-20,Tablet,Electronics,East,5,12804,64020,44964.633493320805,19055.366506679195,2025-01
2025-01-20,Monitor,Electronics,West,2,22871,45742,29929.09463664784,15812.905363352162,2025-01
2025-01-20,Headphones,Electronics,East,1,7190,7190,5445.3440520481345,1744.6559479518655,2025-01
2025-01-22,Keyboard,Accessories,East,5,1262,6310,5193.203440791896,1116.7965592081036,2025-01
2025-01-22,Mouse,Accessories,South,2,1394,2788,2121.373653551978,666.6263464480221,2025-01
2025-01-24,Mobile,Electronics,North,4,27803,111212,87172.14435380392,24039.855646196083,2025-01
2025-01-25,Monitor,Electronics,North,4,15340,61360,45245.78308062956,16114.21691937044,2025-01
2025-01-25,Tablet,Electronics,West,5,29650,148250,97074.61840645752,51175.38159354248,2025-01
2025-01-26,Mobile,Electronics,North,1,44259,44259,27806.931870627508,16452.068129372492,2025-01
2025-01-27,Mouse,Accessories,East,3,1488,4464,3731.47536690704,732.5246330929599,2025-01
2025-01-27,Keyboard,Accessories,South,5,3498,17490,12821.307782824953,4668.692217175047,2025-01
2025-01-28,Tablet,Electronics,East,3,39065,117195,73199.8695420404,43995.1304579596,2025-01
2025-01-28,Mobile,Electronics,North,1,45535,45535,32437.43411172077,13097.56588827923,2025-01
2025-01-29,Headphones,Electronics,East,1,2218,2218,1860.7087557683983,357.2912442316017,2025-01
2025-01-30,Tablet,Electronics,North,4,21496,85984,67951.46856027973,18032.531439720275,2025-01
2025-02-01,Tablet,Electronics,North,5,24819,124095,91360.22066589823,32734.779334101768,2025-02
2025-02-04,Mouse,Accessories,East,1,1985,1985,1612.2734852920441,372.72651470795586,2025-02
2025-02-04,Mobile,Electronics,East,5,54004,270020,190256.0777340099,79763.92226599011,2025-02
2025-02-05,Keyboard,Accessories,West,5,3673,18365,12317.15614727849,6047.843852721509,2025-02
2025-02-06,Mobile,Electronics,South,4,24903,99612,76782.39299141492,22829.60700858508,2025-02
2025-02-07,Printer,Office,West,3,9972,29916,18314.45240733366,11601.547592666338,2025-02
2025-02-07,Monitor,Electronics,South,4,9080,36320,25312.07624033358,11007.92375966642,2025-02
2025-02-07,Keyboard,Accessories,North,1,1820,1820,1413.676109865774,406.3238901342261,2025-02
2025-02-07,Headphones,Electronics,East,3,4677,14031,8792.874294585405,5238.125705414595,2025-02
2025-02-08,Printer,Office,North,4,19600,78400,56147.60673361638,22252.393266383617,2025-02
2025-02-08,Mobile,Electronics,North,3,43145,129435,103529.09857358746,25905.901426412544,2025-02
2025-02-08,Headphones,Electronics,East,4,5124,20496,16228.672792483094,4267.327207516906,2025-02
2025-02-08,Tablet,Electronics,West,1,23779,23779,18968.05153417643,4810.948465823571,2025-02
2025-02-10,Mobile,Electronics,West,2,54952,109904,77076.99646664878,32827.00353335122,2025-02
2025-02-11,Mobile,Electronics,North,5,45911,229555,182892.40170795855,46662.59829204145,2025-02
2025-02-11,Tablet,Electronics,North,2,33932,67864,47176.05479712366,20687.94520287634,2025-02
2025-02-12,Printer,Office,South,4,10380,41520,25631.970303084217,15888.029696915783,2025-02
2025-02-13,Keyboard,Accessories,West,4,2681,10724,7880.376550575859,2843.6234494241407,2025-02
2025-02-13,Mobile,Electronics,South,2,52065,104130,85772.59300000776,18357.406999992236,2025-02
2025-02-13,Tablet,Electronics,West,5,22517,112585,82812.94394507492,29772.05605492508,2025-02
2025-02-15,Mobile,Electronics,East,1,26536,26536,19950.47097777456,6585.529022225441,2025-02
2025-02-15,Keyboard,Accessories,North,4,3420,13680,10121.998497525245,3558.0015024747554,2025-02
2025-02-16,Mobile,Electronics,North,1,58221,58221,36122.62314977382,22098.37685022618,2025-02
2025-02-18,Monitor,Electronics,West,5,23433,117165,97755.24967920044,19409.75032079956,2025-02
2025-02-18,Mobile,Electronics,East,4,47125,188500,125386.11425872605,63113.885741273945,2025-02
2025-02-18,Monitor,Electronics,West,1,9759,9759,6019.049835708416,3739.950164291584,2025-02
2025-02-18,Monitor,Electronics,East,3,22996,68988,43043.58893905623,25944.41106094377,2025-02
2025-02-20,Keyboard,Accessories,East,4,1488,5952,4284.224645412077,1667.7753545879232,2025-02
2025-02-20,Mobile,Electronics,North,5,59327,296635,240306.9525581282,56328.04744187181,2025-02
2025-02-22,Headphones,Electronics,North,1,2062,2062,1284.2167461216,777.7832538784,2025-02
2025-02-23,Mobile,Electronics,East,2,53210,106420,79018.47743022756,27401.522569772438,2025-02
2025-02-23,Mouse,Accessories,East,3,2991,8973,6116.560398158968,2856.4396018410316,2025-02
2025-02-23,Mobile,Electronics,West,4,56348,225392,140216.82657020746,85175.17342979254,2025-02
2025-02-24,Mouse,Accessories,North,4,1156,4624,3122.1861932563625,1501.8138067436375,2025-02
2025-02-26,Mouse,Accessories,West,2,597,1194,973.7030921586752,220.2969078413248,2025-02
2025-02-27,Tablet,Electronics,East,2,23745,47490,31742.632595429077,15747.367404570923,2025-02
2025-02-28,Mouse,Accessories,West,2,1110,2220,1360.835900542619,859.1640994573811,2025-02
2025-03-01,Printer,Office,North,4,6004,24016,17155.020030328826,6860.979969671174,2025-03
2025-03-02,Laptop,Electronics,West,2,79865,159730,102438.6070863165,57291.39291368351,2025-03
2025-03-02,Mobile,Electronics,North,5,56898,284490,212553.44815014963,71936.55184985037,2025-03
2025-03-03,Mouse,Accessories,East,3,2952,8856,5356.091700886248,3499.908299113752,2025-03
2025-03-03,Laptop,Electronics,West,5,75818,379090,283492.76958553056,95597.23041446944,2025-03
2025-03-03,Mobile,Electronics,North,1,59020,59020,48270.40100821977,10749.598991780229,2025-03
2025-03-03,Headphones,Electronics,South,4,1600,6400,5243.520865300973,1156.4791346990269,2025-03
2025-03-03,Laptop,Electronics,South,1,45846,45846,33639.923504332735,12206.076495667265,2025-03
2025-03-04,Keyboard,Accessories,West,3,2222,6666,5177.577763522054,1488.4222364779462,2025-03
2025-03-05,Laptop,Electronics,North,4,64576,258304,194085.63206807594,64218.36793192406,2025-03
2025-03-06,Printer,Office,North,2,14415,28830,24399.449210171624,4430.550789828376,2025-03
2025-03-08,Tablet,Electronics,North,3,36160,108480,80186.2893793249,28293.710620675105,2025-03
2025-03-09,Keyboard,Accessories,North,2,766,1532,1167.6991478316736,364.3008521683264,2025-03
2025-03-10,Printer,Office,North,3,10491,31473,21469.81480910684,10003.18519089316,2025-03
2025-03-10,Mouse,Accessories,South,1,2285,2285,1388.813365903759,896.186634096241,2025-03
2025-03-11,Laptop,Electronics,North,4,75508,302032,245634.29128396284,56397.70871603716,2025-03
2025-03-12,Laptop,Electronics,East,4,74197,296788,231747.26339413482,65040.73660586518,2025-03
2025-03-13,Printer,Office,East,4,12573,50292,32736.335807150597,17555.664192849403,2025-03
2025-03-14,Monitor,Electronics,South,1,17155,17155,11229.036361581295,5925.963638418705,2025-03
2025-03-14,Printer,Office,North,5,9230,46150,36209.85775173718,9940.142248262819,2025-03
2025-03-14,Keyboard,Accessories,East,1,2614,2614,1792.9167702659224,821.0832297340776,2025-03
2025-03-16,Monitor,Electronics,North,4,21998,87992,67764.82364703953,20227.176352960465,2025-03
2025-03-17,Mouse,Accessories,South,5,841,4205,2666.9010186098335,1538.0989813901665,2025-03
2025-03-17,Laptop,Electronics,South,3,50415,151245,118031.46757959422,33213.53242040578,2025-03
2025-03-18,Monitor,Electronics,South,4,18433,73732,62256.837898940445,11475.162101059555,2025-03
2025-03-19,Headphones,Electronics,South,5,7652,38260,23515.11838394832,14744.88161605168,2025-03
2025-03-19,Mouse,Accessories,South,2,2336,4672,3178.8086691462736,1493.1913308537264,2025-03
2025-03-22,Monitor,Electronics,North,2,17516,35032,25228.177244226783,9803.822755773217,2025-03
2025-03-22,Laptop,Electronics,West,3,71736,215208,181668.6378537084,33539.36214629159,2025-03
2025-03-22,Tablet,Electronics,North,5,12572,62860,51233.09528098637,11626.904719013633,2025-03
2025-03-23,Mobile,Electronics,South,3,43731,131193,89280.37884970989,41912.62115029011,2025-03
2025-03-24,Laptop,Electronics,West,2,64123,128246,97656.67563295313,30589.324367046866,2025-03
2025-03-24,Laptop,Electronics,East,1,74794,74794,46271.86558338192,28522.13441661808,2025-03
2025-03-25,Printer,Office,North,3,19698,59094,40065.02273157981,19028.97726842019,2025-03
2025-03-25,Printer,Office,West,4,18149,72596,58185.55878586934,14410.44121413066,2025-03
2025-03-26,Laptop,Electronics,East,3,65079,195237,125997.92751015667,69239.07248984333,2025-03
2025-03-27,Printer,Office,East,1,17548,17548,11038.010673903842,6509.989326096158,2025-03
2025-03-27,Monitor,Electronics,North,2,18805,37610,30395.278113035572,7214.7218869644275,2025-03
2025-03-28,Mobile,Electronics,West,4,41399,165596,128998.1343020534,36597.8656979466,2025-03
2025-03-31,Monitor,Electronics,West,1,9286,9286,7152.815097979707,2133.1849020202926,2025-03
2025-03-31,Keyboard,Accessories,South,4,1337,5348,4182.054853423924,1165.9451465760758,2025-03
2025-03-31,Tablet,Electronics,North,5,13917,69585,44436.332385588845,25148.667614411155,2025-03
2025-03-31,Keyboard,Accessories,North,3,1085,3255,2331.9634745369344,923.0365254630656,2025-03
2025-04-02,Printer,Office,West,1,7704,7704,5265.701100463328,2438.2988995366723,2025-04
2025-04-04,Monitor,Electronics,East,4,19151,76604,47836.02201062733,28767.977989372674,2025-04
2025-04-05,Mouse,Accessories,South,1,1258,1258,771.0393577915343,486.96064220846574,2025-04
2025-04-05,Mobile,Electronics,West,2,58125,116250,93911.73392994143,22338.26607005857,2025-04
2025-04-05,Mobile,Electronics,South,3,36804,110412,87144.3069638726,23267.6930361274,2025-04
2025-04-06,Mobile,Electronics,North,5,59811,299055,211506.20221415904,87548.79778584096,2025-04
2025-04-06,Mouse,Accessories,West,1,1636,1636,1008.1409290675734,627.8590709324266,2025-04
2025-04-06,Printer,Office,West,4,17916,71664,59775.82339929966,11888.176600700339,2025-04
2025-04-08,Laptop,Electronics,North,1,53702,53702,35891.82664420569,17810.173355794308,2025-04
2025-04-08,Mouse,Accessories,South,1,1352,1352,858.844354102358,493.155645897642,2025-04
2025-04-09,Monitor,Electronics,West,5,24422,122110,89354.72809710761,32755.27190289239,2025-04
2025-04-09,Monitor,Electronics,South,4,9060,36240,30154.56617704479,6085.433822955209,2025-04
2025-04-09,Laptop,Electronics,North,4,63297,253188,185145.71890995238,68042.28109004762,2025-04
2025-04-11,Monitor,Electronics,East,4,16002,64008,51533.27035402782,12474.729645972177,2025-04
2025-04-11,Laptop,Electronics,East,5,73758,368790,287317.2255709091,81472.7744290909,2025-04
2025-04-12,Keyboard,Accessories,East,2,3271,6542,4515.572808445413,2026.427191554587,2025-04
2025-04-12,Keyboard,Accessories,South,4,2337,9348,6632.808773564815,2715.191226435185,2025-04
2025-04-13,Headphones,Electronics,East,4,7881,31524,21677.38055095479,9846.61944904521,2025-04
2025-04-14,Mobile,Electronics,North,2,32368,64736,42984.955367519666,21751.044632480334,2025-04
2025-04-14,Laptop,Electronics,West,4,47557,190228,158846.72612296455,31381.273877035448,2025-04
2025-04-15,Mobile,Electronics,East,4,32209,128836,99742.80735921393,29093.192640786074,2025-04
2025-04-16,Printer,Office,West,4,15873,63492,44442.89534760237,19049.104652397633,2025-04
2025-04-19,Printer,Office,East,4,19031,76124,57954.910897951915,18169.089102048085,2025-04
2025-04-21,Keyboard,Accessories,North,1,3855,3855,2884.4563830704114,970.5436169295886,2025-04
2025-04-22,Printer,Office,South,1,17835,17835,11863.972083275086,5971.027916724914,2025-04
2025-04-22,Headphones,Electronics,North,5,7996,39980,30378.41676295755,9601.58323704245,2025-04
2025-04-23,Laptop,Electronics,West,3,67195,201585,131501.4208362077,70083.57916379231,2025-04
2025-04-24,Mouse,Accessories,West,4,2961,11844,9855.148214764637,1988.8517852353634,2025-04
2025-04-27,Mouse,Accessories,East,1,2021,2021,1425.6955838288416,595.3044161711584,2025-04
2025-04-27,Keyboard,Accessories,North,2,1636,3272,2056.6706514455527,1215.3293485544473,2025-04
2025-04-27,Laptop,Electronics,West,2,67700,135400,82700.963019527,52699.036980473,2025-04
2025-04-27,Mouse,Accessories,North,2,1867,3734,2644.8358401650403,1089.1641598349597,2025-04
2025-04-28,Mobile,Electronics,East,2,20724,41448,28360.826914180987,13087.173085819013,2025-04
2025-04-28,Printer,Office,South,1,18775,18775,15651.844450013261,3123.155549986739,2025-04
2025-04-29,Monitor,Electronics,North,3,18724,56172,46817.606871144366,9354.393128855634,2025-04
2025-04-30,Keyboard,Accessories,South,2,3953,7906,5591.294916068842,2314.705083931158,2025-04
2025-05-01,Mouse,Accessories,South,2,2278,4556,3692.604253134751,863.3957468652488,2025-05
2025-05-01,Printer,Office,South,5,16823,84115,66659.9746154175,17455.025384582506,2025-05
2025-05-02,Keyboard,Accessories,South,2,3767,7534,6325.974288469451,1208.0257115305494,2025-05
2025-05-02,Mobile,Electronics,South,2,18041,36082,22020.69571916667,14061.30428083333,2025-05
2025-05-04,Monitor,Electronics,West,2,23422,46844,37382.60854496972,9461.39145503028,2025-05
2025-05-05,Headphones,Electronics,South,1,7602,7602,6445.082016031009,1156.9179839689914,2025-05
2025-05-06,Mobile,Electronics,North,3,27015,81045,55547.49759786267,25497.502402137332,2025-05
2025-05-09,Tablet,Electronics,North,2,28896,57792,41066.305015155,16725.694984845002,2025-05
2025-05-09,Printer,Office,North,1,6060,6060,4678.92963058802,1381.0703694119802,2025-05
2025-05-09,Tablet,Electronics,West,5,22102,110510,69688.54252691164,40821.45747308836,2025-05
2025-05-09,Mobile,Electronics,East,1,58619,58619,46389.80015648997,12229.199843510032,2025-05
2025-05-09,Laptop,Electronics,North,2,48631,97262,64549.64351036075,32712.35648963925,2025-05
2025-05-10,Keyboard,Accessories,North,3,794,2382,1785.5726285677126,596.4273714322874,2025-05
2025-05-10,Headphones,Electronics,South,5,2707,13535,9636.1862831242,3898.8137168758003,2025-05
2025-05-10,Mobile,Electronics,South,1,40892,40892,34110.11999233139,6781.880007668609,2025-05
2025-05-10,Mobile,Electronics,North,3,41526,124578,96393.32468518522,28184.675314814784,2025-05
2025-05-11,Mobile,Electronics,North,2,46703,93406,63942.550904168325,29463.449095831675,2025-05
2025-05-11,Printer,Office,North,5,9890,49450,38080.30194579143,11369.698054208573,2025-05
2025-05-11,Tablet,Electronics,East,2,13481,26962,22226.329677384187,4735.670322615813,2025-05
2025-05-13,Headphones,Electronics,North,5,1137,5685,4727.912662260774,957.0873377392263,2025-05
2025-05-14,Laptop,Electronics,East,3,49263,147789,97937.2083984345,49851.79160156551,2025-05
2025-05-16,Tablet,Electronics,North,5,39804,199020,130818.40316980006,68201.59683019994,2025-05
2025-05-18,Mobile,Electronics,North,4,54809,219236,149209.4918892196,70026.50811078041,2025-05
2025-05-18,Tablet,Electronics,North,2,34391,68782,50474.12536539303,18307.874634606967,2025-05
2025-05-22,Printer,Office,West,1,10260,10260,8673.027037125437,1586.9729628745627,2025-05
2025-05-22,Keyboard,Accessories,South,4,1180,4720,3100.2816141133962,1619.7183858866038,2025-05
2025-05-23,Printer,Office,North,3,6987,20961,13657.067048617684,7303.932951382316,2025-05
2025-05-23,Tablet,Electronics,East,1,31096,31096,21420.18770043621,9675.81229956379,2025-05
2025-05-23,Keyboard,Accessories,West,5,2149,10745,8670.861423209188,2074.1385767908123,2025-05
2025-05-23,Tablet,Electronics,South,4,36819,147276,96042.74862812275,51233.25137187725,2025-05
2025-05-24,Tablet,Electronics,West,1,39848,39848,27104.411007248433,12743.588992751567,2025-05
2025-05-25,Mobile,Electronics,East,5,53765,268825,178193.5034504398,90631.4965495602,2025-05
2025-05-25,Mouse,Accessories,East,1,1428,1428,1003.6007993513705,424.3992006486295,2025-05
2025-05-26,Mobile,Electronics,West,5,55600,278000,186069.96237592577,91930.03762407423,2025-05
2025-05-27,Mobile,Electronics,South,1,23311,23311,15564.942652292553,7746.057347707447,2025-05
2025-05-29,Mobile,Electronics,North,4,57719,230876,148766.611145022,82109.388854978,2025-05
2025-05-29,Headphones,Electronics,West,1,2332,2332,1594.6199918795603,737.3800081204397,2025-05
2025-05-29,Headphones,Electronics,West,1,2750,2750,2147.8210388752827,602.1789611247173,2025-05
2025-05-30,Mouse,Accessories,North,2,2852,5704,3475.6585171563797,2228.3414828436203,2025-05
2025-05-31,Tablet,Electronics,North,3,23637,70911,54914.67632960578,15996.323670394217,2025-05
2025-05-31,Laptop,Electronics,South,2,75306,150612,98972.79397073372,51639.20602926628,2025-05
2025-05-31,Mouse,Accessories,West,5,807,4035,3131.846719410592,903.153280589408,2025-05
2025-06-01,Printer,Office,East,1,18183,18183,14777.90799598492,3405.0920040150795,2025-06
2025-06-01,Monitor,Electronics,East,1,24531,24531,19241.554391472226,5289.445608527774,2025-06
2025-06-01,Mouse,Accessories,West,2,2212,4424,3222.8794297964496,1201.1205702035504,2025-06
2025-06-01,Keyboard,Accessories,West,3,2385,7155,4393.906211984726,2761.093788015274,2025-06
2025-06-02,Monitor,Electronics,South,4,24353,97412,71272.06933489097,26139.93066510903,2025-06
2025-06-03,Mobile,Electronics,North,3,20126,60378,46599.219721310576,13778.780278689424,2025-06
2025-06-05,Keyboard,Accessories,West,4,1974,7896,4958.529328691115,2937.4706713088854,2025-06
2025-06-05,Mouse,Accessories,South,2,1992,3984,2903.5129876771853,1080.4870123228147,2025-06
2025-06-07,Printer,Office,South,3,18111,54333,35479.21116954783,18853.78883045217,2025-06
2025-06-08,Mobile,Electronics,East,1,39489,39489,25522.021531427665,13966.978468572335,2025-06
2025-06-09,Keyboard,Accessories,East,5,3523,17615,14444.648281848771,3170.351718151229,2025-06
2025-06-09,Keyboard,Accessories,North,3,3857,11571,9489.573341311387,2081.4266586886133,2025-06
2025-06-09,Headphones,Electronics,North,2,5156,10312,6682.921090488753,3629.078909511247,2025-06
2025-06-09,Tablet,Electronics,East,3,23700,71100,55875.859255583324,15224.140744416676,2025-06
2025-06-10,Monitor,Electronics,North,4,11987,47948,33161.66132079474,14786.338679205262,2025-06
2025-06-10,Monitor,Electronics,West,1,12380,12380,9224.920944110545,3155.079055889455,2025-06
2025-06-10,Tablet,Electronics,North,3,36703,110109,76324.44456221466,33784.55543778534,2025-06
2025-06-11,Mouse,Accessories,North,4,1423,5692,4670.183200067509,1021.8167999324914,2025-06
2025-06-12,Mouse,Accessories,North,2,629,1258,825.1267396490899,432.8732603509101,2025-06
2025-06-13,Laptop,Electronics,South,2,48040,96080,67831.15440617752,28248.84559382248,2025-06
2025-06-13,Mobile,Electronics,North,4,20978,83912,70905.01756928996,13006.982430710035,2025-06
2025-06-13,Monitor,Electronics,North,5,11374,56870,37458.4781389836,19411.5218610164,2025-06
2025-06-13,Mobile,Electronics,West,2,51487,102974,70880.92308218869,32093.07691781131,2025-06
2025-06-16,Headphones,Electronics,North,4,1343,5372,4280.1008911944255,1091.8991088055745,2025-06
2025-06-17,Keyboard,Accessories,South,2,3797,7594,5615.726432578841,1978.273567421159,2025-06
2025-06-18,Mobile,Electronics,East,1,36008,36008,27122.12724807927,8885.872751920731,2025-06
2025-06-19,Headphones,Electronics,East,4,3747,14988,10365.557826821463,4622.442173178537,2025-06
2025-06-19,Printer,Office,East,2,11986,23972,15918.648212961585,8053.351787038415,2025-06
2025-06-20,Printer,Office,West,4,13147,52588,38982.60596464733,13605.39403535267,2025-06
2025-06-21,Mobile,Electronics,East,2,24686,49372,35365.23287241793,14006.767127582068,2025-06
2025-06-22,Mobile,Electronics,East,4,21469,85876,72307.4646137794,13568.535386220596,2025-06
2025-06-22,Monitor,Electronics,South,4,16656,66624,41802.1661251725,24821.8338748275,2025-06
2025-06-22,Laptop,Electronics,West,2,56130,112260,67428.52037662442,44831.47962337558,2025-06
2025-06-23,Keyboard,Accessories,West,1,3635,3635,3082.8574951948062,552.1425048051938,2025-06
2025-06-24,Mouse,Accessories,South,3,2399,7197,5243.43631331569,1953.5636866843097,2025-06
2025-06-25,Monitor,Electronics,West,3,10307,30921,24725.925643836763,6195.074356163237,2025-06
2025-06-27,Headphones,Electronics,South,2,3109,6218,5279.603963491553,938.3960365084467,2025-06
2025-06-27,Keyboard,Accessories,West,3,3127,9381,5929.965453421827,3451.034546578173,2025-06
2025-06-28,Mobile,Electronics,West,1,56523,56523,41873.30628870528,14649.69371129472,2025-06
2025-06-28,Mouse,Accessories,East,2,1971,3942,2529.513163973479,1412.486836026521,2025-06
2025-06-28,Monitor,Electronics,North,4,16467,65868,55767.63823476333,10100.361765236667,2025-06
2025-06-28,Keyboard,Accessories,East,1,2690,2690,1725.3077059703123,964.6922940296877,2025-06
2025-06-30,Mouse,Accessories,North,4,1749,6996,4421.639460394484,2574.3605396055164,2025-06
2025-06-30,Monitor,Electronics,North,2,11738,23476,18503.293957563797,4972.706042436203,2025-06
2025-06-30,Laptop,Electronics,East,4,66874,267496,176905.07636082865,90590.92363917135,2025-06
2025-06-30,Laptop,Electronics,South,3,45699,137097,111494.45932905216,25602.54067094784,2025-06
2025-07-02,Tablet,Electronics,North,1,13169,13169,9124.214085666534,4044.7859143334663,2025-07
2025-07-02,Tablet,Electronics,North,1,34168,34168,23712.531265878682,10455.468734121318,2025-07
2025-07-03,Monitor,Electronics,North,3,16894,50682,31751.395093472383,18930.604906527617,2025-07
2025-07-03,Keyboard,Accessories,West,1,3966,3966,3246.4859052131546,719.5140947868454,2025-07
2025-07-05,Monitor,Electronics,West,4,11959,47836,35918.709004827004,11917.290995172996,2025-07
2025-07-05,Monitor,Electronics,East,3,9591,28773,22026.537216699046,6746.4627833009545,2025-07
2025-07-07,Keyboard,Accessories,North,2,1213,2426,2007.8934581471942,418.1065418528058,2025-07
2025-07-07,Laptop,Electronics,West,4,47568,190272,150897.3391859034,39374.6608140966,2025-07
2025-07-08,Laptop,Electronics,West,5,53130,265650,175842.4343402456,89807.56565975439,2025-07
2025-07-09,Monitor,Electronics,West,1,9214,9214,6628.816251142604,2585.1837488573956,2025-07
2025-07-10,Keyboard,Accessories,East,5,3055,15275,10180.861117883049,5094.138882116951,2025-07
2025-07-11,Keyboard,Accessories,South,1,3932,3932,2759.1905253905816,1172.8094746094184,2025-07
2025-07-11,Mobile,Electronics,South,5,36195,180975,142502.06006241895,38472.939937581046,2025-07
2025-07-12,Mobile,Electronics,South,2,26383,52766,32263.006039037762,20502.993960962238,2025-07
2025-07-13,Tablet,Electronics,South,4,17232,68928,48262.74906500362,20665.25093499638,2025-07
2025-07-13,Headphones,Electronics,South,5,7172,35860,22276.570106773743,13583.429893226257,2025-07
2025-07-14,Printer,Office,East,1,10735,10735,7966.198214201572,2768.8017857984278,2025-07
2025-07-15,Monitor,Electronics,South,2,12719,25438,19952.02233364771,5485.97766635229,2025-07
2025-07-15,Mobile,Electronics,North,2,30352,60704,49331.3492937971,11372.650706202898,2025-07
2025-07-16,Mobile,Electronics,East,3,44450,133350,86803.06433116933,46546.93566883067,2025-07
2025-07-17,Monitor,Electronics,North,4,9733,38932,33005.83356091675,5926.166439083252,2025-07
2025-07-17,Headphones,Electronics,East,3,5744,17232,12427.8475166145,4804.1524833855,2025-07
2025-07-18,Keyboard,Accessories,South,5,3575,17875,13176.108131130037,4698.891868869963,2025-07
2025-07-19,Printer,Office,South,1,12609,12609,9108.189841644089,3500.810158355911,2025-07
2025-07-20,Headphones,Electronics,South,2,2524,5048,3463.4122698398223,1584.5877301601777,2025-07
2025-07-23,Tablet,Electronics,North,5,38928,194640,157861.33404684113,36778.66595315887,2025-07
2025-07-28,Printer,Office,West,2,9186,18372,13376.918013465665,4995.081986534335,2025-07
2025-07-28,Printer,Office,North,5,14465,72325,55698.506375359546,16626.493624640454,2025-07
2025-07-29,Laptop,Electronics,North,1,73687,73687,52074.917113431744,21612.082886568256,2025-07
2025-07-30,Tablet,Electronics,South,5,12541,62705,53016.594521731386,9688.405478268614,2025-07
2025-07-30,Mouse,Accessories,West,5,1197,5985,4142.083135020872,1842.9168649791281,2025-07
2025-07-30,Tablet,Electronics,East,5,39952,199760,121681.29041233385,78078.70958766615,2025-07
2025-07-31,Keyboard,Accessories,East,1,1231,1231,813.201595150741,417.798404849259,2025-07
2025-08-01,Monitor,Electronics,West,3,19003,57009,35257.16708975009,21751.832910249912,2025-08
2025-08-01,Laptop,Electronics,North,2,69817,139634,105748.27736962578,33885.72263037422,2025-08
2025-08-02,Keyboard,Accessories,South,5,2826,14130,11585.122902616276,2544.8770973837236,2025-08
2025-08-02,Tablet,Electronics,West,2,20150,40300,29532.502471283355,10767.497528716645,2025-08
2025-08-03,Tablet,Electronics,South,3,33962,101886,83194.40569710625,18691.594302893747,2025-08
2025-08-05,Laptop,Electronics,North,2,65669,131338,108216.42439740706,23121.575602592944,2025-08
2025-08-05,Tablet,Electronics,East,5,37731,188655,129710.6058328119,58944.394167188104,2025-08
2025-08-05,Keyboard,Accessories,West,5,1398,6990,4368.723590315357,2621.276409684643,2025-08
2025-08-05,Monitor,Electronics,East,3,21584,64752,47500.89314151276,17251.10685848724,2025-08
2025-08-05,Monitor,Electronics,East,5,19657,98285,69376.21039118836,28908.78960881164,2025-08
2025-08-06,Mobile,Electronics,North,1,42376,42376,35566.92116604535,6809.078833954649,2025-08
2025-08-07,Mobile,Electronics,West,1,29859,29859,18418.155402314012,11440.844597685988,2025-08
